projectid,projectstateid,clientid,providerid,disciplineid,tierid,projectname,projectgoals,projectdescription,uploadlocation,attributesknowledge,startbydatetime,deadlinedatetime,minyears,maxyears,interactionfrequency,filterbyindustry,budgetcurrency,budget,hours,effectivehourlyrate,advertisementdatetime,createddate,updateddate,deleteddate,qualityofwork,timeliness,responsiveness,professionalism,likeability,knowledge,attentiontodetail
876,2,16,47,3,2,,,,,,,2014-Jul-28 00:00:00 +0000,,,,,,,,,,,,,8,7,7,7,8,6,7
877,2,3,47,3,2,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,7,8,5,8,8,4,5
878,2,2,47,3,2,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,8,4,6,6,9,7,8
879,2,12,47,3,2,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,5,7,8,9,5,6,4
880,2,17,47,3,2,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,6,7,8,8,6,8,5
881,2,4,47,3,2,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,8,9,5,4,8,4,5
882,2,15,48,3,2,,,,,,,2014-Jun-16 00:00:00 +0000,,,,,,,,,,,,,5,5,6,8,9,7,7
883,2,19,48,3,2,,,,,,,2014-Feb-26 00:00:00 +0000,,,,,,,,,,,,,4,7,9,8,4,6,5
884,2,19,48,3,2,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,8,6,5,8,7,7,7
885,2,16,48,3,2,,,,,,,2014-Apr-20 00:00:00 +0000,,,,,,,,,,,,,6,5,6,7,6,6,4
886,2,20,48,3,2,,,,,,,2014-Jan-20 00:00:00 +0000,,,,,,,,,,,,,5,6,7,9,4,6,7
887,2,20,48,3,2,,,,,,,2014-Jun-16 00:00:00 +0000,,,,,,,,,,,,,9,8,9,5,4,7,5
888,2,19,48,3,2,,,,,,,2014-Jun-03 00:00:00 +0000,,,,,,,,,,,,,9,4,8,7,8,8,6
889,2,15,48,3,2,,,,,,,2014-Jan-24 00:00:00 +0000,,,,,,,,,,,,,4,4,7,6,5,6,4
890,2,8,48,3,2,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,5,4,5,6,7,4,7
891,2,19,48,3,2,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,6,4,4,4,9,8,4
892,2,19,48,3,2,,,,,,,2014-Sep-01 00:00:00 +0000,,,,,,,,,,,,,7,5,7,5,6,6,6
893,2,3,48,3,2,,,,,,,2014-Aug-12 00:00:00 +0000,,,,,,,,,,,,,4,5,4,5,7,7,6
894,2,20,48,3,2,,,,,,,2014-Jun-11 00:00:00 +0000,,,,,,,,,,,,,6,7,4,7,7,7,7
895,2,8,48,3,2,,,,,,,2014-Aug-09 00:00:00 +0000,,,,,,,,,,,,,5,8,9,7,4,4,9
896,2,2,48,3,2,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,8,5,8,6,4,9,4
897,2,14,48,3,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,5,5,8,5,8,5,9
898,2,2,48,3,2,,,,,,,2014-Apr-15 00:00:00 +0000,,,,,,,,,,,,,7,4,8,8,4,9,5
899,2,20,48,3,2,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,7,6,5,5,8,6,8
900,2,13,48,3,2,,,,,,,2014-Aug-06 00:00:00 +0000,,,,,,,,,,,,,8,5,4,5,7,7,4
901,2,6,48,3,2,,,,,,,2014-Aug-19 00:00:00 +0000,,,,,,,,,,,,,4,4,4,5,6,5,5
902,2,5,49,3,2,,,,,,,2014-May-10 00:00:00 +0000,,,,,,,,,,,,,7,8,7,6,7,8,4
903,2,14,49,3,2,,,,,,,2014-Apr-25 00:00:00 +0000,,,,,,,,,,,,,4,8,4,9,6,7,8
904,2,5,49,3,2,,,,,,,2014-Jul-20 00:00:00 +0000,,,,,,,,,,,,,8,4,9,4,4,4,5
905,2,13,49,3,2,,,,,,,2014-Apr-02 00:00:00 +0000,,,,,,,,,,,,,8,7,4,9,5,4,7
906,2,9,49,3,2,,,,,,,2014-Jul-12 00:00:00 +0000,,,,,,,,,,,,,5,8,7,9,7,4,7
907,2,11,49,3,2,,,,,,,2014-Aug-16 00:00:00 +0000,,,,,,,,,,,,,4,7,7,4,8,6,4
908,2,16,49,3,2,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,8,7,4,6,7,6,6
909,2,19,49,3,2,,,,,,,2014-Apr-18 00:00:00 +0000,,,,,,,,,,,,,6,9,6,9,4,4,7
910,2,12,49,3,2,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,9,8,4,6,9,4,5
911,2,20,49,3,2,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,5,5,7,9,8,5,9
912,2,2,49,3,2,,,,,,,2014-Mar-01 00:00:00 +0000,,,,,,,,,,,,,8,6,9,7,6,6,6
913,2,4,49,3,2,,,,,,,2014-May-07 00:00:00 +0000,,,,,,,,,,,,,7,7,8,7,7,7,6
914,2,7,49,3,2,,,,,,,2014-May-17 00:00:00 +0000,,,,,,,,,,,,,9,4,8,7,9,7,7
915,2,11,49,3,2,,,,,,,2014-Aug-14 00:00:00 +0000,,,,,,,,,,,,,4,5,5,6,6,8,8
916,2,11,49,3,2,,,,,,,2014-Jul-04 00:00:00 +0000,,,,,,,,,,,,,4,6,6,8,6,7,7
917,2,11,49,3,2,,,,,,,2014-Jul-06 00:00:00 +0000,,,,,,,,,,,,,7,7,4,7,4,6,6
918,2,12,49,3,2,,,,,,,2014-Apr-22 00:00:00 +0000,,,,,,,,,,,,,6,4,5,8,6,7,5
919,2,10,49,3,2,,,,,,,2014-Jul-11 00:00:00 +0000,,,,,,,,,,,,,8,7,7,7,5,7,7
920,2,4,49,3,2,,,,,,,2014-Jan-29 00:00:00 +0000,,,,,,,,,,,,,6,7,5,4,6,6,9
921,2,14,49,3,2,,,,,,,2014-May-05 00:00:00 +0000,,,,,,,,,,,,,8,7,4,7,8,7,5
922,2,13,50,3,2,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,6,6,8,8,4,5,9
923,2,12,50,3,2,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,8,8,7,4,6,8,4
924,2,12,50,3,2,,,,,,,2014-Feb-19 00:00:00 +0000,,,,,,,,,,,,,9,6,4,4,8,6,4
925,2,4,50,3,2,,,,,,,2014-Mar-21 00:00:00 +0000,,,,,,,,,,,,,8,7,8,6,4,4,8
926,2,12,50,3,2,,,,,,,2014-Jan-13 00:00:00 +0000,,,,,,,,,,,,,6,6,7,5,6,8,8
927,2,10,50,3,2,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,6,9,4,8,4,9,4
928,2,7,50,3,2,,,,,,,2014-Feb-25 00:00:00 +0000,,,,,,,,,,,,,7,4,5,7,7,6,9
929,2,19,50,3,2,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,4,7,8,8,5,8,7
930,2,7,50,3,2,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,6,4,7,7,5,6,4
931,2,7,50,3,2,,,,,,,2014-Mar-26 00:00:00 +0000,,,,,,,,,,,,,6,7,9,8,6,4,4
932,2,17,50,3,2,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,7,4,6,6,6,6,4
933,2,2,50,3,2,,,,,,,2014-May-16 00:00:00 +0000,,,,,,,,,,,,,9,6,5,8,4,5,9
934,2,3,50,3,2,,,,,,,2014-Jul-18 00:00:00 +0000,,,,,,,,,,,,,4,8,4,6,8,6,8
935,2,20,50,3,2,,,,,,,2014-May-24 00:00:00 +0000,,,,,,,,,,,,,6,8,9,8,8,7,7
936,2,11,50,3,2,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,9,6,9,9,6,5,6
937,2,14,50,3,2,,,,,,,2014-May-29 00:00:00 +0000,,,,,,,,,,,,,4,9,5,5,7,4,9
938,2,16,50,3,2,,,,,,,2014-Jun-30 00:00:00 +0000,,,,,,,,,,,,,7,7,7,4,5,8,5
939,2,2,50,3,2,,,,,,,2014-Jan-13 00:00:00 +0000,,,,,,,,,,,,,4,8,4,6,8,5,4
940,2,14,50,3,2,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,6,5,6,4,7,4,6
941,2,8,50,3,2,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,7,5,4,9,5,4,9
942,2,8,51,3,2,,,,,,,2014-Aug-04 00:00:00 +0000,,,,,,,,,,,,,8,5,8,4,6,8,8
943,2,11,51,3,2,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,5,4,4,6,6,4,5
944,2,7,51,3,2,,,,,,,2014-Apr-21 00:00:00 +0000,,,,,,,,,,,,,8,9,6,6,4,8,6
945,2,11,51,3,2,,,,,,,2014-Feb-13 00:00:00 +0000,,,,,,,,,,,,,6,5,4,9,9,5,6
946,2,2,51,3,2,,,,,,,2014-Mar-31 00:00:00 +0000,,,,,,,,,,,,,4,4,7,6,8,4,4
947,2,18,51,3,2,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,8,4,8,6,5,4,9
948,2,17,51,3,2,,,,,,,2014-Jun-29 00:00:00 +0000,,,,,,,,,,,,,4,4,5,8,8,8,4
949,2,16,51,3,2,,,,,,,2014-Mar-07 00:00:00 +0000,,,,,,,,,,,,,7,4,5,9,6,5,9
950,2,6,51,3,2,,,,,,,2014-Feb-18 00:00:00 +0000,,,,,,,,,,,,,6,6,5,4,7,8,7
951,2,13,51,3,2,,,,,,,2014-Jun-06 00:00:00 +0000,,,,,,,,,,,,,8,8,6,8,4,6,6
952,2,8,51,3,2,,,,,,,2014-Apr-01 00:00:00 +0000,,,,,,,,,,,,,6,4,4,6,9,8,5
953,2,12,51,3,2,,,,,,,2014-Mar-22 00:00:00 +0000,,,,,,,,,,,,,4,7,9,5,5,5,7
954,2,5,51,3,2,,,,,,,2014-Mar-20 00:00:00 +0000,,,,,,,,,,,,,6,4,8,9,4,9,4
955,2,8,51,3,2,,,,,,,2014-Apr-24 00:00:00 +0000,,,,,,,,,,,,,9,4,9,8,8,6,4
956,2,19,51,3,2,,,,,,,2014-May-23 00:00:00 +0000,,,,,,,,,,,,,7,6,7,4,7,7,8
957,2,12,51,3,2,,,,,,,2014-May-28 00:00:00 +0000,,,,,,,,,,,,,4,6,5,9,7,9,5
958,2,8,51,3,2,,,,,,,2014-Aug-11 00:00:00 +0000,,,,,,,,,,,,,7,4,7,5,5,6,8
959,2,10,51,3,2,,,,,,,2014-Jul-10 00:00:00 +0000,,,,,,,,,,,,,6,9,6,4,7,9,7
960,2,4,51,3,2,,,,,,,2014-Jul-31 00:00:00 +0000,,,,,,,,,,,,,8,6,5,7,7,6,7
961,2,10,51,3,2,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,7,8,7,6,7,7,8
962,2,7,52,3,2,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,6,4,8,4,4,6,7
963,2,17,52,3,2,,,,,,,2014-Jul-08 00:00:00 +0000,,,,,,,,,,,,,4,4,8,7,9,4,4
964,2,9,52,3,2,,,,,,,2014-May-11 00:00:00 +0000,,,,,,,,,,,,,6,4,5,4,7,9,6
965,2,3,52,3,2,,,,,,,2014-Jul-17 00:00:00 +0000,,,,,,,,,,,,,8,5,7,6,7,7,8
966,2,12,52,3,2,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,9,5,9,6,6,4,7
967,2,7,52,3,2,,,,,,,2014-Jul-15 00:00:00 +0000,,,,,,,,,,,,,9,7,8,6,7,6,4
968,2,10,52,3,2,,,,,,,2014-Jul-07 00:00:00 +0000,,,,,,,,,,,,,4,9,7,6,9,7,6
969,2,3,52,3,2,,,,,,,2014-Jun-15 00:00:00 +0000,,,,,,,,,,,,,5,6,6,8,7,7,9
970,2,9,52,3,2,,,,,,,2014-Jul-29 00:00:00 +0000,,,,,,,,,,,,,8,6,6,7,7,4,5
971,2,2,52,3,2,,,,,,,2014-Jun-07 00:00:00 +0000,,,,,,,,,,,,,7,8,8,7,8,7,4
972,2,8,52,3,2,,,,,,,2014-Jun-23 00:00:00 +0000,,,,,,,,,,,,,8,9,8,8,6,7,4
973,2,19,52,3,2,,,,,,,2014-Apr-25 00:00:00 +0000,,,,,,,,,,,,,5,9,9,8,6,5,7
974,2,17,52,3,2,,,,,,,2014-Aug-29 00:00:00 +0000,,,,,,,,,,,,,5,4,8,4,8,8,9
975,2,13,52,3,2,,,,,,,2014-Jun-22 00:00:00 +0000,,,,,,,,,,,,,9,4,8,4,7,5,6
976,2,19,52,3,2,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,9,5,4,8,4,7,4
977,2,10,52,3,2,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,6,5,6,9,6,5,5
978,2,3,52,3,2,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,7,8,4,5,4,8,6
979,2,15,52,3,2,,,,,,,2014-Jul-08 00:00:00 +0000,,,,,,,,,,,,,6,4,8,7,5,4,4
980,2,11,52,3,2,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,4,7,8,9,5,7,7
981,2,13,52,3,2,,,,,,,2014-Aug-13 00:00:00 +0000,,,,,,,,,,,,,6,7,7,6,7,7,8
982,2,18,53,3,2,,,,,,,2014-Jun-28 00:00:00 +0000,,,,,,,,,,,,,6,4,7,4,5,4,6
983,2,19,53,3,2,,,,,,,2014-May-24 00:00:00 +0000,,,,,,,,,,,,,4,6,5,7,9,5,8
984,2,18,53,3,2,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,9,7,8,4,4,8,8
985,2,3,53,3,2,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,9,8,7,5,9,8,7
986,2,15,53,3,2,,,,,,,2014-Jan-21 00:00:00 +0000,,,,,,,,,,,,,7,5,8,9,8,7,6
987,2,7,53,3,2,,,,,,,2014-Aug-18 00:00:00 +0000,,,,,,,,,,,,,5,6,5,8,5,8,5
988,2,4,53,3,2,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,4,6,6,5,7,7,4
989,2,19,53,3,2,,,,,,,2014-Mar-08 00:00:00 +0000,,,,,,,,,,,,,7,9,9,9,5,4,8
990,2,2,53,3,2,,,,,,,2014-Apr-08 00:00:00 +0000,,,,,,,,,,,,,4,4,8,6,5,4,7
991,2,7,53,3,2,,,,,,,2014-Aug-24 00:00:00 +0000,,,,,,,,,,,,,5,9,9,8,5,8,4
992,2,10,53,3,2,,,,,,,2014-May-16 00:00:00 +0000,,,,,,,,,,,,,4,9,8,4,4,7,5
993,2,19,53,3,2,,,,,,,2014-Apr-20 00:00:00 +0000,,,,,,,,,,,,,5,7,9,6,9,7,9
994,2,2,53,3,2,,,,,,,2014-Jul-24 00:00:00 +0000,,,,,,,,,,,,,4,6,5,6,8,8,4
995,2,10,53,3,2,,,,,,,2014-Mar-11 00:00:00 +0000,,,,,,,,,,,,,5,6,9,5,7,7,6
996,2,17,53,3,2,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,4,7,8,4,6,4,8
997,2,6,53,3,2,,,,,,,2014-Apr-21 00:00:00 +0000,,,,,,,,,,,,,5,6,4,6,6,6,6
998,2,8,53,3,2,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,6,9,5,5,6,9,9
999,2,19,53,3,2,,,,,,,2014-Jul-09 00:00:00 +0000,,,,,,,,,,,,,4,9,4,4,6,8,9
1000,2,2,53,3,2,,,,,,,2014-May-09 00:00:00 +0000,,,,,,,,,,,,,7,5,5,5,8,5,7
1001,2,19,53,3,2,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,4,8,5,7,7,8,5
1002,2,9,54,3,3,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,5,4,4,4,8,5,6
1003,2,15,54,3,3,,,,,,,2014-May-03 00:00:00 +0000,,,,,,,,,,,,,9,7,8,4,6,4,8
1004,2,19,54,3,3,,,,,,,2014-Aug-10 00:00:00 +0000,,,,,,,,,,,,,4,5,6,8,8,8,8
1005,2,11,54,3,3,,,,,,,2014-Aug-27 00:00:00 +0000,,,,,,,,,,,,,8,5,5,8,5,4,5
1006,2,7,54,3,3,,,,,,,2014-Jun-16 00:00:00 +0000,,,,,,,,,,,,,4,4,4,7,7,4,9
1007,2,7,54,3,3,,,,,,,2014-Jan-07 00:00:00 +0000,,,,,,,,,,,,,5,8,5,7,5,6,5
1008,2,18,54,3,3,,,,,,,2014-May-14 00:00:00 +0000,,,,,,,,,,,,,5,4,7,5,4,8,4
1009,2,6,54,3,3,,,,,,,2014-Mar-27 00:00:00 +0000,,,,,,,,,,,,,8,8,9,8,6,7,7
1010,2,4,54,3,3,,,,,,,2014-Apr-01 00:00:00 +0000,,,,,,,,,,,,,8,8,5,9,4,7,6
1011,2,16,54,3,3,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,4,8,7,7,6,4,6
1012,2,4,54,3,3,,,,,,,2014-Jul-29 00:00:00 +0000,,,,,,,,,,,,,8,7,8,8,4,7,7
1013,2,16,54,3,3,,,,,,,2014-Jan-16 00:00:00 +0000,,,,,,,,,,,,,6,7,5,8,8,8,7
1014,2,17,54,3,3,,,,,,,2014-Jul-22 00:00:00 +0000,,,,,,,,,,,,,4,7,6,8,4,4,4
1015,2,9,54,3,3,,,,,,,2014-Jan-01 00:00:00 +0000,,,,,,,,,,,,,7,7,5,7,7,9,7
1016,2,12,54,3,3,,,,,,,2014-Feb-02 00:00:00 +0000,,,,,,,,,,,,,9,4,4,6,4,9,8
1017,2,12,54,3,3,,,,,,,2014-May-27 00:00:00 +0000,,,,,,,,,,,,,6,4,7,8,5,8,6
1018,2,7,54,3,3,,,,,,,2014-Apr-22 00:00:00 +0000,,,,,,,,,,,,,8,4,8,8,8,9,8
1019,2,15,54,3,3,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,5,5,8,4,4,5,4
1020,2,5,54,3,3,,,,,,,2014-Feb-21 00:00:00 +0000,,,,,,,,,,,,,9,8,7,6,4,5,6
1021,2,3,54,3,3,,,,,,,2014-Apr-16 00:00:00 +0000,,,,,,,,,,,,,4,6,6,5,7,4,6
1022,2,20,55,3,3,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,5,4,6,6,7,8,4
1023,2,6,55,3,3,,,,,,,2014-May-21 00:00:00 +0000,,,,,,,,,,,,,8,5,5,5,8,5,4
1024,2,8,55,3,3,,,,,,,2014-Jul-06 00:00:00 +0000,,,,,,,,,,,,,7,6,8,4,5,7,8
1025,2,16,55,3,3,,,,,,,2014-Feb-01 00:00:00 +0000,,,,,,,,,,,,,9,6,9,5,8,5,5
1026,2,11,55,3,3,,,,,,,2014-Feb-20 00:00:00 +0000,,,,,,,,,,,,,9,5,7,6,6,9,7
1027,2,15,55,3,3,,,,,,,2014-Mar-06 00:00:00 +0000,,,,,,,,,,,,,8,5,8,9,8,6,8
1028,2,10,55,3,3,,,,,,,2014-Jun-06 00:00:00 +0000,,,,,,,,,,,,,5,6,7,5,6,8,5
1029,2,2,55,3,3,,,,,,,2014-Feb-06 00:00:00 +0000,,,,,,,,,,,,,6,6,4,4,8,9,7
1030,2,20,55,3,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,8,4,8,8,7,6,9
1031,2,17,55,3,3,,,,,,,2014-Jul-06 00:00:00 +0000,,,,,,,,,,,,,5,9,4,7,8,6,8
1032,2,20,55,3,3,,,,,,,2014-Jun-19 00:00:00 +0000,,,,,,,,,,,,,9,9,4,8,9,6,5
1033,2,3,55,3,3,,,,,,,2014-Apr-27 00:00:00 +0000,,,,,,,,,,,,,4,9,8,4,6,4,4
1034,2,8,55,3,3,,,,,,,2014-Jun-20 00:00:00 +0000,,,,,,,,,,,,,6,4,6,5,7,4,7
1035,2,6,55,3,3,,,,,,,2014-Apr-08 00:00:00 +0000,,,,,,,,,,,,,8,6,5,6,6,5,5
1036,2,13,55,3,3,,,,,,,2014-Mar-01 00:00:00 +0000,,,,,,,,,,,,,4,6,8,6,5,5,6
1037,2,17,55,3,3,,,,,,,2014-Jul-26 00:00:00 +0000,,,,,,,,,,,,,7,4,4,7,7,7,7
1038,2,19,55,3,3,,,,,,,2014-Jul-24 00:00:00 +0000,,,,,,,,,,,,,7,5,4,5,9,4,7
1039,2,5,55,3,3,,,,,,,2014-Apr-14 00:00:00 +0000,,,,,,,,,,,,,7,7,5,7,5,4,6
1040,2,19,55,3,3,,,,,,,2014-Jul-16 00:00:00 +0000,,,,,,,,,,,,,6,6,4,7,4,6,4
1041,2,15,55,3,3,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,6,6,5,5,6,9,9
1042,2,19,56,3,3,,,,,,,2014-Jul-01 00:00:00 +0000,,,,,,,,,,,,,5,4,5,5,4,8,5
1043,2,10,56,3,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,4,7,6,7,6,5,6
1044,2,8,56,3,3,,,,,,,2014-May-15 00:00:00 +0000,,,,,,,,,,,,,9,7,8,4,9,4,7
1045,2,9,56,3,3,,,,,,,2014-Mar-19 00:00:00 +0000,,,,,,,,,,,,,5,8,9,8,7,7,5
1046,2,12,56,3,3,,,,,,,2014-Apr-11 00:00:00 +0000,,,,,,,,,,,,,7,9,4,6,6,6,8
1047,2,4,56,3,3,,,,,,,2014-May-13 00:00:00 +0000,,,,,,,,,,,,,8,6,5,4,4,5,8
1048,2,10,56,3,3,,,,,,,2014-Jan-04 00:00:00 +0000,,,,,,,,,,,,,9,9,4,4,6,6,9
1049,2,2,56,3,3,,,,,,,2014-Feb-05 00:00:00 +0000,,,,,,,,,,,,,9,4,9,8,8,6,5
1050,2,13,56,3,3,,,,,,,2014-Feb-24 00:00:00 +0000,,,,,,,,,,,,,6,7,5,6,4,7,9
1051,2,2,56,3,3,,,,,,,2014-Jan-25 00:00:00 +0000,,,,,,,,,,,,,5,5,7,6,4,7,7
1052,2,10,56,3,3,,,,,,,2014-Feb-12 00:00:00 +0000,,,,,,,,,,,,,4,4,4,7,5,5,8
1053,2,3,56,3,3,,,,,,,2014-May-12 00:00:00 +0000,,,,,,,,,,,,,5,4,8,8,7,4,5
1054,2,20,56,3,3,,,,,,,2014-Feb-10 00:00:00 +0000,,,,,,,,,,,,,4,8,8,7,4,8,7
1055,2,12,56,3,3,,,,,,,2014-May-04 00:00:00 +0000,,,,,,,,,,,,,8,6,9,9,5,7,4
1056,2,13,56,3,3,,,,,,,2014-Jul-28 00:00:00 +0000,,,,,,,,,,,,,5,4,4,8,6,6,6
1057,2,6,56,3,3,,,,,,,2014-Jul-24 00:00:00 +0000,,,,,,,,,,,,,7,8,6,8,8,4,4
1058,2,2,56,3,3,,,,,,,2014-Apr-08 00:00:00 +0000,,,,,,,,,,,,,5,8,7,4,9,8,6
1059,2,13,56,3,3,,,,,,,2014-Mar-18 00:00:00 +0000,,,,,,,,,,,,,4,9,8,8,4,6,8
1060,2,8,56,3,3,,,,,,,2014-May-02 00:00:00 +0000,,,,,,,,,,,,,5,4,4,8,4,5,6
1061,2,17,56,3,3,,,,,,,2014-Jul-29 00:00:00 +0000,,,,,,,,,,,,,9,8,7,9,8,8,4
1062,2,13,57,3,3,,,,,,,2014-Apr-09 00:00:00 +0000,,,,,,,,,,,,,5,7,4,4,9,6,9
1063,2,3,57,3,3,,,,,,,2014-Mar-27 00:00:00 +0000,,,,,,,,,,,,,9,7,4,5,7,6,5
1064,2,7,57,3,3,,,,,,,2014-Mar-11 00:00:00 +0000,,,,,,,,,,,,,9,8,8,4,4,8,9
1065,2,3,57,3,3,,,,,,,2014-Aug-30 00:00:00 +0000,,,,,,,,,,,,,6,6,8,4,4,7,7
1066,2,13,57,3,3,,,,,,,2014-Sep-01 00:00:00 +0000,,,,,,,,,,,,,4,9,8,6,4,4,4
1067,2,4,57,3,3,,,,,,,2014-Aug-28 00:00:00 +0000,,,,,,,,,,,,,9,5,8,4,4,4,6
1068,2,19,57,3,3,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,9,7,4,9,8,7,5
1069,2,6,57,3,3,,,,,,,2014-Mar-26 00:00:00 +0000,,,,,,,,,,,,,7,5,4,6,4,5,4
1070,2,19,57,3,3,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,6,6,7,7,5,6,4
1071,2,5,57,3,3,,,,,,,2014-Jul-06 00:00:00 +0000,,,,,,,,,,,,,9,8,9,6,4,7,6
1072,2,16,57,3,3,,,,,,,2014-Aug-02 00:00:00 +0000,,,,,,,,,,,,,8,5,4,6,7,8,4
1073,2,11,57,3,3,,,,,,,2014-Jun-01 00:00:00 +0000,,,,,,,,,,,,,7,7,4,8,8,6,9
1074,2,6,57,3,3,,,,,,,2014-May-20 00:00:00 +0000,,,,,,,,,,,,,7,6,5,9,7,7,8
1075,2,3,57,3,3,,,,,,,2014-Jan-15 00:00:00 +0000,,,,,,,,,,,,,6,8,4,4,4,5,4
1076,2,5,57,3,3,,,,,,,2014-Feb-01 00:00:00 +0000,,,,,,,,,,,,,4,8,4,4,7,5,4
1077,2,12,57,3,3,,,,,,,2014-Mar-13 00:00:00 +0000,,,,,,,,,,,,,4,4,8,6,6,7,4
1078,2,17,57,3,3,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,7,7,9,5,9,5,8
1079,2,9,57,3,3,,,,,,,2014-May-26 00:00:00 +0000,,,,,,,,,,,,,6,8,6,8,5,5,9
1080,2,19,57,3,3,,,,,,,2014-Aug-21 00:00:00 +0000,,,,,,,,,,,,,8,6,6,8,5,7,6
1081,2,19,57,3,3,,,,,,,2014-Apr-03 00:00:00 +0000,,,,,,,,,,,,,7,6,6,9,4,8,5
1082,2,6,58,3,3,,,,,,,2014-Feb-08 00:00:00 +0000,,,,,,,,,,,,,7,9,7,7,8,5,7
1083,2,5,58,3,3,,,,,,,2014-Mar-05 00:00:00 +0000,,,,,,,,,,,,,8,7,5,8,8,7,6
1084,2,3,58,3,3,,,,,,,2014-Mar-30 00:00:00 +0000,,,,,,,,,,,,,9,8,5,4,8,7,8
1085,2,4,58,3,3,,,,,,,2014-Feb-17 00:00:00 +0000,,,,,,,,,,,,,8,5,8,9,4,5,7
1086,2,17,58,3,3,,,,,,,2014-Aug-13 00:00:00 +0000,,,,,,,,,,,,,4,5,6,6,4,9,6
1087,2,20,58,3,3,,,,,,,2014-Mar-11 00:00:00 +0000,,,,,,,,,,,,,6,8,9,7,4,7,7
1088,2,12,58,3,3,,,,,,,2014-Jan-06 00:00:00 +0000,,,,,,,,,,,,,4,6,7,8,4,8,4
1089,2,17,58,3,3,,,,,,,2014-May-31 00:00:00 +0000,,,,,,,,,,,,,5,5,6,8,4,4,5
1090,2,12,58,3,3,,,,,,,2014-Mar-31 00:00:00 +0000,,,,,,,,,,,,,8,5,6,9,5,6,5
1091,2,2,58,3,3,,,,,,,2014-Aug-31 00:00:00 +0000,,,,,,,,,,,,,5,9,7,6,6,4,4
1092,2,2,58,3,3,,,,,,,2014-Mar-14 00:00:00 +0000,,,,,,,,,,,,,8,6,7,8,5,5,8
1093,2,16,58,3,3,,,,,,,2014-Apr-23 00:00:00 +0000,,,,,,,,,,,,,5,6,6,6,4,5,7
